,Company_Name,Rcmd_Name,Score
9142,marquee raine acquisition corp.,beard energy transition acquisition corp.,0.63
4552,ithax acquisition corp.,spindletop health acquisition corp.,0.63
9129,lendingclub corporation,lakeland financial corporation,0.63
5504,nickel 28 capital corp.,blackrock tcp capital corp.,0.63
9329,cm life sciences iii inc,"comera life sciences holdings, inc.",0.63
2544,blue owl technology finance corp.,horizon technology finance corporation,0.63
9139,healthcare ai acquisition corp,seaport calibre materials acquisition corp.,0.63
1619,wellteq digital health inc.,elanco animal health inc,0.63
13433,aadirection capital corp.,blackrock tcp capital corp.,0.63
6623,nutritional high international inc.,superior industries international inc.,0.63
10470,starbox group holdings limited,thermon group holdings inc.,0.63
8092,triton international limited,china zenix auto international limited,0.63
9779,pdl community bancorp,river valley community bancorp,0.63
1951,organigram holdings inc.,"virgin galactic holdings, inc.",0.63
10781,alset capital acquisition corp.,seaport calibre materials acquisition corp.,0.63
2930,semper paratus acquisition corp,seaport calibre materials acquisition corp.,0.63
12560,mars acquisition corp.,mountain crest acquisition corp. iv,0.63
9729,thimble point acquisition corp.,sustainable development acquisition i corp.,0.63
3276,php ventures acquisition corp.,10x capital venture acquisition corp. iii,0.63
1793,niko resources ltd.,exco resources inc,0.63
3240,"clinigence holdings, inc.","comera life sciences holdings, inc.",0.63
1494,shaw communications inc.,loral space and communications inc.,0.63
9792,kalon acquisition corp.,global blockchain acquisition corp.,0.63
2895,planet green holdings corp.,zeta global holdings corp.,0.63
5745,sleep country canada holdings inc.,"sun country airlines holdings, inc.",0.63
3380,lion copper and gold corp.,western copper and gold corporation,0.63
5161,morien resources corp.,american resources corporation,0.63
7278,cinaport acquisition corp. iii,10x capital venture acquisition corp. iii,0.63
13334,ab short duration income-a,lord abbett short duration income fund,0.63
6209,taro pharmaceutical industries ltd.,"par pharmaceutical companies, inc.",0.63
11964,o2micro international limited,china zenix auto international limited,0.63
11990,reinvent technology partners y,gores technology partners inc.,0.63
10115,clever leaves holdings inc.,"clearwater analytics holdings, inc.",0.63
6985,"jeld-wen holding, inc.","ascend wellness holdings, inc.",0.63
12620,mym nutraceuticals inc.,merrimack pharmaceuticals inc.,0.63
3552,vm hotel acquisition corp.,gaming & hospitality acquisition corp.,0.63
11373,cava healthcare inc.,acadia healthcare company inc.,0.63
2358,armada data corporation,broadway financial corporation,0.63
8844,greenfield bancshares inc.,first citizens bancshares inc.,0.63
479,pan american energy corp.,houston american energy corporation,0.63
1456,stingray group inc.,safety insurance group inc.,0.63
11606,auric resources corp.,american resources corporation,0.63
3071,nxt energy solutions inc.,"connectm technology solutions, inc.",0.63
9925,ingevity corporation,ion geophysical corporation,0.63
8774,"the swiss helvetia fund, inc.",swiss helvetia fund inc. (the),0.63
13939,toscana energy income corporation,tortoise energy infrastructure corporation,0.62
10217,adara acquisition corp.,williams rowland acquisition corp.,0.62
6130,"solaredge technologies, inc.",addvantage technologies group inc.,0.62
8962,goldman sachs,goldman sachs bdc inc,0.62
13604,"starfish holdings, inc.","assetmark financial holdings, inc.",0.62
12943,blackrock municipal target,blackrock municipal 2030 target term trust,0.62
10106,algoma central corporation,albany international corporation,0.62
12521,clear gold resources inc.,coronado global resources inc,0.62
4806,"mesa air group, inc.","american national group, inc.",0.62
1522,pathway health corp.,phibro animal health corp.,0.62
12769,navion capital inc.,national capital bancorp inc.,0.62
2445,"graphite bio, inc.","franchise group, inc.",0.62
6850,lincoln park bancorp,lewis & clark bancorp,0.62
4030,ivanhoe electric inc.,universal electronics inc.,0.62
610,chemesis international inc.,biodelivery sciences international inc.,0.62
12768,neutrisci international inc.,natural alternatives international inc.,0.62
6155,tc biopharm (holdings) plc,xeris biopharma holdings inc.,0.62
7597,"casa systems, inc.","tivic health systems, inc.",0.62
11914,motive capital corp,monroe capital corporation,0.62
2905,the mosaic company,the monarch cement company,0.62
10112,trebia acquisition corp.,eucrates biomedical acquisition corp.,0.62
9369,restaurant brands international inc.,natural alternatives international inc.,0.62
1916,chemistree technology inc.,"tactile systems technology, inc.",0.62
7907,"liqtech international, inc.","keypath education international, inc.",0.62
7568,radius gold inc.,radius recycling inc.,0.62
2086,baselode energy corp.,constellation energy corp.,0.62
4077,the e.w. scripps company,e.w. scripps company (the),0.62
234,copper road resources inc.,coronado global resources inc,0.62
12232,adaptogenics health corp.,phibro animal health corp.,0.62
5625,banyan gold corp.,ranpak holdings corp.,0.62
10703,ree automotive ltd.,nexteer automotive group ltd.,0.62
827,eguana technologies inc.,addvantage technologies group inc.,0.62
12233,hansco capital corp.,genesis unicorn capital corp.,0.62
11882,statehouse holdings inc.,sportsman’s warehouse holdings inc,0.62
12797,med biogene inc.,meridian bioscience inc.,0.62
12828,"cohen & steers select utility fund, inc.",cohen & steers select preferred and income fund inc.,0.62
4781,temas resources corp.,permian resources corporation,0.62
325,"vericity, inc.","river city bank, inc.",0.62
6134,ultra lithium inc.,piedmont lithium inc.,0.62
2825,international parkside products inc.,international flavors & fragrances inc.,0.62
317,"stagezero life sciences, ltd.","trisalus life sciences, inc.",0.62
12779,climate real impact sol ii acq corp,climate real impact solutions ii acquisition corporation,0.62
6984,forestar group inc.,carrols restaurant group inc.,0.62
11070,guaranty trust holding company plc,"adtheorent holding company, inc",0.62
13069,"the new america high income fund, inc.",western asset municipal high income fund inc.,0.62
5697,mobio technologies inc.,atmus filtration technologies inc.,0.62
7424,"heartland group, inc.","sequential brands group, inc.",0.62
5662,aris mining corporation,franklin bsp lending corporation,0.62
4316,michichi capital corp.,churchill capital corp vii,0.62
1390,global helium corp.,zeta global holdings corp.,0.62
11863,greenpro capital corp.,genesis unicorn capital corp.,0.62
216,playmaker capital inc.,broadmark realty capital inc.,0.62
10627,aib acquisition corporation,mudrick capital acquisition corporation ii,0.62
8611,dgtl holdings inc.,"direct digital holdings, inc.",0.62
5482,limitless x holdings inc.,spirit aerosystems holdings inc.,0.62
326,harrington reinsurance holdings limited,heritage insurance holdings inc,0.62
7415,"aether catalyst solutions, inc.","electric last mile solutions, inc.",0.62
4815,international zeolite corp.,international media acquisition corp.,0.62
11869,aluula composites inc.,avalonbay communities inc.,0.62
4001,kandi technologies group,addvantage technologies group inc.,0.62
11002,cenaq energy corp.,clean energy fuels corp.,0.62
7558,arch capital group ltd.,encore capital group inc,0.62
9468,lenovo group limited,helen of troy limited,0.62
4875,"atn international, inc.","keypath education international, inc.",0.62
3572,advent-awi holdings inc.,"advent technologies holdings, inc.",0.62
6215,ascendant resources inc.,western capital resources inc,0.62
7549,"benson mines, inc.","albertsons companies, inc.",0.62
4419,constellation software inc.,"agent information software, inc.",0.62
5525,redline communications group inc.,alaska communications systems group inc.,0.62
11254,atlas one capital corporation,western asset mortgage capital corporation,0.62
2417,century lithium corp.,century aluminum company,0.62
8295,treviso capital corp.,genesis unicorn capital corp.,0.62
9394,condor energies inc.,opendoor technologies inc.,0.62
7518,meritage homes corporation,heritage southeast bancorporation inc,0.62
483,lifeworks inc.,actelis networks inc.,0.62
10279,perception capital corp iv,churchill capital corp vii,0.62
9563,anzu special acquisition corp i,schultze special purpose acquisition corp. ii,0.62
2437,rocky mountain liquor inc.,rocky mountain chocolate factory inc.,0.62
12950,"federated high income bond fund, inc.",western asset high income opportunity fund inc.,0.62
13648,brookfield infrastructure income fd inc.,abrdn global infrastructure income fund,0.62
10685,genius sports limited,"wynn resorts, limited",0.62
4516,indico resources ltd.,exco resources inc,0.62
12208,hnb financial group,merchants financial group inc,0.62
9427,nova royalty corp.,xoma royalty corporation,0.62
816,lion rock resources inc.,"custom truck one source, inc.",0.62
2848,ev technology group ltd.,credo technology group holding ltd,0.62
10039,banxa holdings inc.,gbank financial holdings inc.,0.62
2963,ocwen financial corporation,first commonwealth financial corporation,0.62
3691,tomagold corporation,frontage holdings corporation,0.62
12832,"blackrock muniholdings fund, inc","blackrock muniholdings new jersey quality fund, inc.",0.62
497,vox royalty corp.,sitio royalties corp.,0.62
9917,rain city resources inc.,western capital resources inc,0.62
7792,torex gold resources inc.,coronado global resources inc,0.62
3957,shuaa partners acquisition corp i,supernova partners acquisition company iii ltd.,0.62
11317,charbone hydrogen corporation,clearsign technologies corporation,0.62
4563,tectonic metals inc.,"tectonic therapeutic, inc.",0.62
1022,37 capital inc.,blue owl capital inc.,0.62
12148,"bny mellon advantage funds, inc.","bny mellon strategic municipals, inc.",0.62
899,copperleaf technologies inc.,"bion environmental technologies, inc.",0.62
8011,"tela bio, inc.","stellar bancorp, inc.",0.62
7872,1911 gold corporation,repay holdings corporation,0.62
2718,velocity minerals ltd.,"velocity financial, inc.",0.62
4735,"greenlane holdings, inc.","greenlight biosciences holdings, inc.",0.62
12413,"argo group international holdings, ltd.",perma-pipe international holdings inc,0.62
5429,greenhawk resources inc.,westwater resources inc,0.62
6094,greenbrook tms inc.,"green brick partners, inc.",0.62
2403,africa energy corp.,petro-victory energy corp.,0.62
10602,spartacus acquisition corporation,decarbonization plus acquisition corporation ii,0.62
7075,hhg capital corporation,harvest capital credit corporation,0.62
13578,midpoint holdings ltd.,"chargepoint holdings, inc.",0.62
7342,nova leap health corp.,phibro animal health corp.,0.62
11535,utstarcom holdings corp,zeta global holdings corp.,0.62
2694,fokus mining corporation,franklin bsp lending corporation,0.62
10673,ct real estate investment trust,first real estate investment trust of new jersey,0.62
12261,kobe resources ltd.,concho resources inc.,0.62
5408,kane biotech inc.,"sana biotechnology, inc.",0.62
4964,"intersect ent, inc.","interactive strength, inc.",0.62
6734,je cleantech holdings limited,rockley photonics holdings limited,0.62
13851,icwhy capital ventures inc.,texas capital bancshares inc.,0.62
7365,exco technologies limited,tessco technologies incorporated,0.62
7098,nurosene health inc.,aspira women’s health inc.,0.62
9641,pono capital corp.,monroe capital corporation,0.62
6399,global wellness strategies inc.,"global business travel group, inc.",0.62
11995,alpha technology group limited,credo technology group holding ltd,0.62
8725,bimi international medical inc,perma-pipe international holdings inc,0.62
213,investcorp europe acquisition corp. i,schultze special purpose acquisition corp. ii,0.62
1936,peak fintech group inc.,american financial group inc.,0.62
5391,john hancock variable insurance trust,john hancock income securities trust,0.62
3977,"cuisine solutions, inc.","electric last mile solutions, inc.",0.62
1994,uravan minerals inc.,5e advanced materials inc.,0.62
9266,cub energy inc.,"clearway energy, inc.",0.62
10975,onespaworld holdings limited,rockley photonics holdings limited,0.62
8894,ryerson holding corporation,bluegreen vacations holding corporation,0.62
8895,arht media inc.,orthofix medical inc.,0.62
6630,purpose floating rate income fund,first trust senior floating rate income fund ii,0.62
9261,blue sky energy inc.,blacksky technology inc.,0.62
12633,raytech holding limited,euro tech holdings company limited,0.62
7776,john hancock ca tax-free income fund,john hancock tax advantaged dividend income fund,0.62
4596,mav beauty brands inc.,sally beauty holdings inc.,0.62
10929,cgx energy inc.,"clearway energy, inc.",0.62
4938,blackrock bd allocation target,blackrock credit allocation income trust,0.62
6457,the kraft heinz company,the monarch cement company,0.62
6100,solar alliance energy inc.,kolibri global energy inc.,0.62
8770,"associated wholesale grocers, inc.",associated capital group inc,0.62
6467,arena minerals inc.,arena pharmaceuticals inc.,0.62
11340,chemung financial corporation,first commonwealth financial corporation,0.62
5986,wescan energy corp.,constellation energy corp.,0.62
458,gensource potash corporation,quest resource holding corporation,0.62
3312,predictiv ai inc.,predictive oncology inc.,0.62
7313,tat technologies ltd.,watts water technologies inc.,0.62
10916,digimax global inc.,"dine brands global, inc.",0.62
11808,jasper commerce inc.,grand river commerce inc,0.62
7850,pineapple financial inc.,pinnacle financial partners inc.,0.62
1761,oronova energy inc.,kolibri global energy inc.,0.62
940,greenbriar capital corp.,genesis unicorn capital corp.,0.62
3923,benz mining corp.,tuesday morning corp.,0.62
924,cybeats technologies corp.,clearsign technologies corporation,0.62
7728,future fintech group inc.,"southcrest financial group, inc.",0.62
9210,terrace energy corp.,petro-victory energy corp.,0.62
6433,infineon technologies ag,medicine man technologies inc,0.62
4218,fairfax india holdings corporation,american brivision (holding) corporation,0.62
5304,amcomri entertainment inc.,world wrestling entertainment inc.,0.62
9191,golden mountain financial holdings corp,boston private financial holdings inc.,0.62
3896,relx plc,renalytix plc,0.62
1350,"bny mellon ny tax exempt bond fund, inc.","bny mellon strategic municipal bond fund, inc",0.62
10516,freshlocal solutions inc.,streamline health solutions inc.,0.62
10500,siyata mobile inc.,"ast spacemobile, inc.",0.62
9809,citizens bancorp - corvallis,citizens bancorp of virginia inc,0.62
7220,"zk international group co., ltd.","janus international group, inc.",0.62
7196,reservoir capital corp.,genesis unicorn capital corp.,0.62
3881,hg holdings inc.,"chargepoint holdings, inc.",0.62
5268,"u.s. silica holdings, inc.","universal logistics holdings, inc.",0.62
3920,ostrom climate solutions inc.,streamline health solutions inc.,0.62
9781,silvergate capital corporation,western asset mortgage capital corporation,0.62
10855,hoegh lng partners lp,nextera energy partners lp,0.62
10891,hut 8 mining corp.,tuesday morning corp.,0.62
1137,wall financial corporation,first commonwealth financial corporation,0.62
9120,polestar automotive holding uk plc,lmp automotive holdings inc.,0.62
8088,franklin emerging markets equity ind etf,aberdeen emerging markets equity income fund inc,0.62
11324,"forsyth bancshares, inc.",first community bancshares inc.,0.61
11056,"southwest gas holdings, inc.","shuttle pharmaceuticals holdings, inc.",0.61
12799,oriental culture holding ltd,african agriculture holdings inc.,0.61
5834,ecn capital corp.,perception capital corp. iii,0.61
1934,"kadmon holdings, inc.","tempo automation holdings, inc.",0.61
11870,riverbank holding company,graphic packaging holding company,0.61
8843,the carlyle group inc.,"the container store group, inc.",0.61
11754,"tc financial holdings, inc","tennessee valley financial holdings, inc.",0.61
9403,american pacific mining corp.,central pacific financial corp.,0.61
7926,perpetua resources corp.,pioneer natural resources company,0.61
11691,molecule holdings inc.,"evolv technologies holdings, inc.",0.61
13703,nei investments,sei investments company,0.61
8870,tc energy corporation,capstone green energy corporation,0.61
11066,sixth wave innovations inc.,marrone bio innovations inc.,0.61
3640,imagin medical inc.,biomarin pharmaceutical inc.,0.61
7341,nation gold corp.,snap one holdings corp.,0.61
10922,dunxin financial holdings limited,provident financial holdings inc.,0.61
10946,cn energy group inc.,"northwestern energy group, inc.",0.61
11059,total energy services inc.,national energy services reunited corp,0.61
8983,"nsts bancorp, inc.","generations bancorp ny, inc.",0.61
5060,e automotive inc.,penske automotive group inc.,0.61
12853,calamos conv opps & income fund,calamos convertible opportunities and income fund,0.61
11138,carerx corporation,clearwater paper corporation,0.61
1099,aberdeen international inc.,superior industries international inc.,0.61
13333,iconic sports acquisition corp.,bluescape opportunities acquisition corp.,0.61
4168,riverview financial corporation,enterprise financial services corporation,0.61
9709,metals acquisition limited,inception growth acquisition limited,0.61
9446,"mbt bancshares, inc.","dime community bancshares, inc.",0.61
1411,genesis growth tech acquisition corp.,games & esports experience acquisition corp.,0.61
647,innoviz technologies ltd.,bottomline technologies inc.,0.61
3302,magnum opus acquisition limited,inception growth acquisition limited,0.61
3298,"t2 biosystems, inc.","rapid micro biosystems, inc.",0.61
3704,freedom holding corp.,grocery outlet holding corp.,0.61
140,coloured ties capital inc.,advanced flower capital inc.,0.61
9057,hamilton insurance group ltd,"the baldwin insurance group, inc.",0.61
5617,"umh properties, inc.","armada hoffler properties, inc.",0.61
12928,alliance mid-cap growth fund inc.,liberty all-star growth fund inc.,0.61
13009,agrios global holdings ltd.,craft 1861 global holdings inc.,0.61
5829,cvs health corporation,national healthcare corporation,0.61
11872,squatex energy and resources inc.,blackrock energy and resources trust,0.61
1857,putnam global income trust,putnam managed municipal income trust.,0.61
2232,minsud resources corp.,texas mineral resources corp,0.61
4137,vivopower international plc,philip morris international inc,0.61
7451,"neffs bancorp, inc.","generations bancorp ny, inc.",0.61
9537,walker river resources corp.,dakota territory resource corp.,0.61
9543,takeda pharmaceutical co ltd,biohaven pharmaceutical holding co ltd,0.61
13679,franchise global health inc.,"royce global trust, inc.",0.61
13443,cape fear industries inc.,hawaiian electric industries inc.,0.61
11212,"hippo holdings, inc","thunder power holdings, inc.",0.61
8932,bk technologies corporation,neuroone medical technologies corporation,0.61
5285,blue ocean acquisition corp.,bluescape opportunities acquisition corp.,0.61
11714,solid impact investments corp.,retail opportunity investments corp.,0.61
4195,capital product partners l.p.,"suburban propane partners, l.p.",0.61
1352,"ttec holdings, inc.","tristate capital holdings, inc.",0.61
13730,yunhong international,seachange international inc.,0.61
3942,"accustem sciences, inc.","trisalus life sciences, inc.",0.61
11146,ig acquisition corp.,tekkorp digital acquisition corp.,0.61
9080,susser banc holdings corporation,integra lifesciences holdings corporation,0.61
4100,empire bancorp inc.,berkshire hills bancorp inc.,0.61
5110,opera limited,mac copper limited,0.61
10511,shine minerals corp.,golden minerals company,0.61
5115,novo resources corp.,antero resources corporation,0.61
9194,pathfinder acquisition corp.,sports entertainment acquisition corp.,0.61
13754,kl acquisition corp.,tekkorp digital acquisition corp.,0.61
7385,hnr acquisition corp,athena consumer acquisition corp.,0.61
7352,"the inx digital company, inc.","phillips edison & company, inc.",0.61
5713,vpc impact acquisition holdings,focus impact bh3 acquisition company,0.61
7308,"es bancshares, inc.","central plains bancshares, inc.",0.61
7615,elcora advanced materials corp.,rayonier advanced materials inc,0.61
9435,"landmark bancorp, inc.","crazy woman creek bancorp, inc.",0.61
7915,nuveen investment trust,federal realty investment trust,0.61
1393,american eagle gold corp.,american eagle energy corporation,0.61
973,qcx gold corp.,tpco holding corp.,0.61
11134,cardero resource corp.,antero resources corporation,0.61
7570,"verb technology company, inc.",lixte biotechnology holdings inc.,0.61
11809,dmc global inc.,fundamental global inc.,0.61
7857,angkor resources corp.,antero resources corporation,0.61
7249,canadabis capital inc.,manhattan bridge capital inc,0.61
13647,"viking energy group, inc.","northwestern energy group, inc.",0.61
1870,skyline industrial reit,plymouth industrial reit inc,0.61
2202,giga metals corporation,dmk pharmaceuticals corporation,0.61
5668,good natured products inc.,allied healthcare products inc.,0.61
116,gelum resources ltd.,enerplus resources fund,0.61
9640,coveo solutions inc.,"consensus cloud solutions, inc.",0.61
12568,"thread bancorp, inc.","first seacoast bancorp, inc.",0.61
2393,florida bancshares inc.,first community bancshares inc.,0.61
6583,insight acquisition corp.,gaming & hospitality acquisition corp.,0.61
6577,"clean coal technologies, inc.",applied industrial technologies inc.,0.61
4972,gold springs resource corp.,dakota territory resource corp.,0.61
7027,exchange bankshares inc.,texas community bancshares inc.,0.61
787,a spac i acquisition corp.,gaming & hospitality acquisition corp.,0.61
4961,advisers investment trust,legg mason etf investment trust,0.61
11616,bgp acquisition corp.,breeze holdings acquisition corp.,0.61
13954,"ioniq sciences, inc.","greenwich lifesciences, inc.",0.61
8513,cameco corporation,lancaster colony corporation,0.61
9986,american helium inc.,american airlines group inc.,0.61
585,yorkton equity group inc.,information services group inc.,0.61
13881,pimco tactical income fund,pimco california municipal income fund,0.61
2395,builddirect.com technologies inc.,applied industrial technologies inc.,0.61
4334,"the hain celestial group, inc.","the baldwin insurance group, inc.",0.61
4333,graham holdings company,graphic packaging holding company,0.61
13983,"indus holdings, inc.","juniper industrial holdings, inc.",0.61
10728,navigator acquisition corp.,financial strategies acquisition corp.,0.61
616,horizon global corporation,horizon technology finance corporation,0.61
6873,prontoforms corporation,procept biorobotics corporation,0.61
10464,scienjoy holding corporation,integra lifesciences holdings corporation,0.61
592,sleep number corporation,clearwater paper corporation,0.61
8402,till capital corporation,stellus capital investment corporation,0.61
9946,hainan manaslu acquisition corp.,gaming & hospitality acquisition corp.,0.61
6562,sportsmap tech acquisition corp.,games & esports experience acquisition corp.,0.61
10859,l&f acquisition corp,golden falcon acquisition corp.,0.61
3141,john hancock funds ii,john hancock pfd income fund ii,0.61
10417,exelerate capital corp.,accelerate acquisition corp.,0.61
1141,cordoba minerals corp.,golden minerals company,0.61
8278,nevada exploration inc.,odyssey marine exploration inc.,0.61
8397,nubia brand international corp.,drilling tools international corp,0.61
1984,mx gold corp.,jamf holding corp.,0.61
12627,bnym alcentra gbl cr inc 2024 trgt tr fd,bny mellon alcentra global credit income 2024 target term fund inc,0.61
10486,waldencast acquisition corp.,beard energy transition acquisition corp.,0.61
2325,american manganese inc.,american national bankshares inc.,0.61
4654,"mimedx group, inc.","hemisphere media group, inc.",0.61
565,dorel industries inc.,national presto industries inc.,0.61
5960,isomet corporation,fidus investment corporation,0.61
13780,anacott acquisition corporation,isleworth healthcare acquisition corporation,0.61
4471,rio verde industries inc.,hawaiian electric industries inc.,0.61
7010,kda group inc.,troika media group inc.,0.61
8112,"mativ holdings, inc.","tempo automation holdings, inc.",0.61
8167,delta resources limited,"wynn resorts, limited",0.61
12459,xybion digital inc.,bridgeline digital inc.,0.61
6278,petrus resources ltd.,enerplus resources fund,0.61
10550,triple-s management corporation,royalty management holding corporation,0.61
3096,blueriver acquisition corp.,bluescape opportunities acquisition corp.,0.61
14014,empire bancorp inc.,berkshire hills bancorp inc.,0.61
12383,jm capital ii corp.,26 capital acquisition corp.,0.61
4607,eaton vance special investment trust,eaton vance municipal income 2028 term trust,0.61
6691,li-cycle holdings corp.,grocery outlet holding corp.,0.61
12387,globis acquisition corp.,viscogliosi brothers acquisition corp.,0.61
14007,john hancock funds ii,john hancock pfd income fund ii,0.61
2022,"first financial holding co., ltd.","freedom financial holdings, inc.",0.61
13839,wst investment trust,legg mason etf investment trust,0.61
13168,western asset income fund,western asset global high income fund inc,0.61
3067,encompass health corporation,national healthcare corporation,0.61
11405,reco international group inc.,"endurance international group holdings, inc.",0.61
13176,morgan stanley european equity fund inc,morgan stanley emerging markets debt fund inc.,0.61
6059,delphx capital markets inc.,"sculptor capital management, inc.",0.61
6413,goldenbridge acquisition limited,inception growth acquisition limited,0.61
13314,coconut grove bankshares inc,coastal carolina bancshares inc,0.61
1685,cleantek industries inc.,advanced energy industries inc.,0.61
10099,whitewater acquisition corp.,foxwayne enterprises acquisition corp.,0.61
4547,the marcus corporation,the music acquisition corporation,0.61
6325,providence financial corp.,provident financial holdings inc.,0.61
6268,nucor corporation,on semiconductor corporation,0.61
12571,realia properties inc.,ryman hospitality properties inc.,0.61
4559,orsu metals corporation,corning natural gas corporation,0.61
2995,cbl international limited,china zenix auto international limited,0.61
1240,golden age exploration ltd.,goldenstone acquisition ltd.,0.61
10609,"redwood financial, inc.","first greenwich financial, inc.",0.61
2971,hamilton lane incorporated,taitron components incorporated,0.61
6109,field & main bancorp inc,farmers & merchants bancorp inc,0.61
2744,sabio holdings inc.,"orchestra biomed holdings, inc.",0.61
12108,fidelity new york municipal trust,blackrock new york municipal income trust,0.61
6739,"varonis systems, inc.","singular genomics systems, inc.",0.61
8375,vvc exploration corporation,standex international corporation,0.61
12578,jin medical international ltd.,china zenix auto international limited,0.61
13026,invesco international mutual funds,dodge & cox international stock fund,0.61
6397,empire bancorp inc.,berkshire hills bancorp inc.,0.61
8477,genelux corporation,general dynamics corporation,0.61
4477,"bab, inc.","backblaze, inc.",0.6
2754,magna terra minerals inc.,martin marietta materials inc.,0.6
3688,gcm mining corp.,hecla mining company,0.6
5480,rf capital group inc.,eagle capital growth fund inc.,0.6
8299,insmed incorporated,texas instruments incorporated,0.6
5179,triumph gold corp.,trio petroleum corp.,0.6
3661,"metlife, inc.","smart for life, inc.",0.6
9378,"frp holdings, inc.","life time group holdings, inc.",0.6
13198,nuveen inter dur qlty muni term fd,nuveen intermediate duration municipal term fund,0.6
8284,cypress development corp.,fintech ecosystem development corp.,0.6
4024,ad4 capital corp.,ready capital corporation,0.6
2655,mount logan capital inc.,"industrial human capital, inc.",0.6
13206,invesco investment securities funds,high income securities fund,0.6
2663,vanity capital inc.,"mackenzie realty capital, inc.",0.6
6541,kla corporation,kilroy realty corporation,0.6
7843,"recon technology, ltd","solidion technology, inc.",0.6
1343,asm international n.v.,csg systems international inc.,0.6
11186,"stem holdings, inc.","spectrum brands holdings, inc.",0.6
6531,pg&e corporation,gp strategies corporation,0.6
168,kearny financial corp,lakeland financial corporation,0.6
10466,gibson energy inc.,patterson-uti energy inc.,0.6
1207,i-minerals inc.,applied minerals inc,0.6
9152,"midwest bankcentre, inc.",northwest bancshares inc.,0.6
13142,morgan stanley mortgage securities trust,putnam mortgage securities fund,0.6
2182,chubb limited,schlumberger limited,0.6
13148,"the baraboo bancorporation, inc.",auburn national bancorporation inc.,0.6
5277,"arch therapeutics, inc.",arcturus therapeutics holdings inc.,0.6
11206,aurum lake mining corporation,canterbury park holding corporation,0.6
11900,juva life inc.,"nova lifestyle, inc.",0.6
10509,apx acquisition corp. i,new providence acquisition corp. ii,0.6
5532,iradimed corporation,chimera investment corporation,0.6
10607,procyon corporation,perdoceo education corporation,0.6
7927,"idacorp, inc.","howard bancorp, inc.",0.6
6853,filo corp.,skillsoft corp.,0.6
5232,tuktu resources ltd.,targa resources corp,0.6
4942,genesis land development corp.,fintech ecosystem development corp.,0.6
7327,titan medical inc.,titan pharmaceuticals inc,0.6
9677,"fs bancorp, inc.","stock yards bancorp, inc.",0.6
5982,amryt pharma plc,cocrystal pharma inc,0.6
8136,tcw funds,"tcw funds, inc.",0.6
1757,byte acquisition corp.,liberty resources acquisition corp.,0.6
2379,lucero energy corp.,valero energy corporation,0.6
854,manitex capital inc.,"mackenzie realty capital, inc.",0.6
2478,andretti acquisition corp.,tailwind international acquisition corp.,0.6
11472,asustek computer inc.,super micro computer inc.,0.6
5213,aercap holdings n.v.,"appreciate holdings, inc.",0.6
4553,the gorman-rupp company,gorman-rupp company (the),0.6
12925,blackrock muniyield insured fund,blackrock muniyield pennsylvania insured quality fund,0.6
8330,justify capital corp.,churchill capital corp vi,0.6
4565,meteorite capital inc.,"mackenzie realty capital, inc.",0.6
13519,tcw funds,"tcw funds, inc.",0.6
12856,fidelity covington trust,fidelity commonwealth trust ii,0.6
10348,asset entities inc.,"essential utilities, inc.",0.6
6744,flurotech ltd.,"alpha pro tech, ltd.",0.6
12862,blackrock muniholdings insd fd ii inc,"blackrock muniholdings new york quality fund, inc.",0.6
8508,nepra foods inc.,united natural foods inc.,0.6
9254,eqt corporation,cvd equipment corporation,0.6
10359,tcw funds,"tcw funds, inc.",0.6
13429,myriad metals corp.,commercial metals company,0.6
10365,cognetivity neurosciences ltd.,minerva neurosciences inc,0.6
6337,sonoro energy ltd.,sunation energy inc.,0.6
739,homerun resources inc.,hometrust bancshares inc.,0.6
6862,selina hospitality plc,meritage hospitality group inc,0.6
10446,star navigation systems group ltd.,alaska communications systems group inc.,0.6
5134,screaming eagle acquisition corp.,project energy reimagined acquisition corp.,0.6
14032,stable road acquisition corp.,seaport calibre materials acquisition corp.,0.6
8460,"nvr, inc.","renovacor, inc.",0.6
6966,tc energy corporation,houston american energy corporation,0.6
2149,the brink's company,"the aaron's company, inc.",0.6
7976,next hydrogen solutions inc.,nextier oilfield solutions inc,0.6
9518,nexa resources s.a.,lonestar resources us inc,0.6
6174,badlands resources inc.,builders firstsource inc.,0.6
3553,riv capital inc.,"brightspire capital, inc.",0.6
10105,composite alliance group inc.,selective insurance group inc.,0.6
981,k92 mining inc.,u.s. goldmining inc.,0.6
8966,"ottawa bancorp, inc.","mountain pacific bancorp, inc.",0.6
13057,eaton vance floating rate 2022,eaton vance floating-rate income plus fund,0.6
6994,dynacor group inc.,destination xl group inc.,0.6
7484,pender growth fund inc.,eagle capital growth fund inc.,0.6
4057,karora resources inc.,california resources corp,0.6
10199,"spar group, inc.","nexstar media group, inc.",0.6
4869,quanta computer inc.,super micro computer inc.,0.6
8992,"the andersons, inc.","dream finders homes, inc.",0.6
8929,"hf foods group, inc.","hydrofarm holdings group, inc.",0.6
13575,gobi acquisition corp.,live oak mobility acquisition corp.,0.6
8191,neuberger berman ny interm muni fd,neuberger berman new york intermediate municipal fund inc,0.6
8187,next generation connectivity fund,neuberger berman next generation connectivity fund inc.,0.6
11730,plx pharma inc.,plx pharma winddown corp.,0.6
