,Company_Name,Rcmd_Name,Score
5233,"ptc therapeutics, inc.","ptc therapeutics, inc.",1.0
5237,roth ch acquisition co.,roth ch acquisition co.,1.0
5238,data i/o corporation,data i/o corporation,1.0
12915,john hancock premium dividend fund,john hancock premium dividend fund,1.0
5240,"paxmedica, inc.","paxmedica, inc.",1.0
5259,"immunic, inc.","immunic, inc.",1.0
1891,pioneer natural resources company,pioneer natural resources company,1.0
5319,"coinbase global, inc.","coinbase global, inc.",1.0
5293,"sprout social, inc.","sprout social, inc.",1.0
12892,marine products corporation,marine products corporation,1.0
5157,factset research systems inc.,factset research systems inc.,1.0
5125,mobiv acquisition corp,mobiv acquisition corp,1.0
12958,kkr income opportunities fund,kkr income opportunities fund,1.0
5131,"computer task group, incorporated","computer task group, incorporated",1.0
5133,caterpillar inc.,caterpillar inc.,1.0
5141,vizio holding corp.,vizio holding corp.,1.0
5148,genesis unicorn capital corp.,genesis unicorn capital corp.,1.0
5223,vyne therapeutics inc.,vyne therapeutics inc.,1.0
5226,bank ozk,bank ozk,1.0
5230,dzs inc.,dzs inc.,1.0
5301,genedx holdings corp.,genedx holdings corp.,1.0
5288,phx minerals inc.,phx minerals inc.,1.0
5292,zimvie inc.,zimvie inc.,1.0
12894,gabelli utility trust,gabelli utility trust,1.0
12893,eaton vance floating-rate income trust,eaton vance floating-rate income trust,1.0
5976,knight-swift transportation holdings inc,knight-swift transportation holdings inc,1.0
1741,"adicet bio, inc.","adicet bio, inc.",1.0
5527,"zyversa therapeutics, inc.","zyversa therapeutics, inc.",1.0
4900,"keros therapeutics, inc.","keros therapeutics, inc.",1.0
13040,laudus trust,laudus trust,1.0
13039,blackrock municipal income trust ii,blackrock municipal income trust ii,1.0
5080,heritage southeast bancorporation inc,heritage southeast bancorporation inc,1.0
4970,"phathom pharmaceuticals, inc.","phathom pharmaceuticals, inc.",1.0
4940,"allovir, inc.","allovir, inc.",1.0
5016,"thunder mountain gold, inc.","thunder mountain gold, inc.",1.0
4810,the cigna group,the cigna group,1.0
5059,brookfield business corporation,brookfield business corporation,1.0
4973,aflac incorporated,aflac incorporated,1.0
13060,"viskase companies, inc.","viskase companies, inc.",1.0
4841,yotta acquisition corp,yotta acquisition corp,1.0
277,american vanguard corporation,american vanguard corporation,1.0
1938,duke energy corporation,duke energy corporation,1.0
4860,frmo corp.,frmo corp.,1.0
288,madison square garden sports corp.,madison square garden sports corp.,1.0
13065,clough global equity fund,clough global equity fund,1.0
4939,satellogic inc.,satellogic inc.,1.0
4927,spyre therapeutics inc.,spyre therapeutics inc.,1.0
4871,first northern community bancorp,first northern community bancorp,1.0
4926,united therapeutics corporation,united therapeutics corporation,1.0
1948,liberty media acquisition corporation,liberty media acquisition corporation,1.0
4907,putnam money market fund,putnam money market fund,1.0
4809,"fresh tracks therapeutics, inc.","fresh tracks therapeutics, inc.",1.0
4991,"dine brands global, inc.","dine brands global, inc.",1.0
4808,rain oncology inc.,rain oncology inc.,1.0
5064,"mace security international, inc.","mace security international, inc.",1.0
4801,vontier corporation,vontier corporation,1.0
278,terawulf inc.,terawulf inc.,1.0
12983,nuveen real estate income fund,nuveen real estate income fund,1.0
4986,"koru medical systems, inc.","koru medical systems, inc.",1.0
5085,fair isaac corporation,fair isaac corporation,1.0
5068,"outset medical, inc.","outset medical, inc.",1.0
5069,luxurban hotels inc.,luxurban hotels inc.,1.0
4985,first us bancshares inc,first us bancshares inc,1.0
4980,"gohealth, inc.","gohealth, inc.",1.0
1987,"aterian, inc.","aterian, inc.",1.0
1940,"taskus, inc.","taskus, inc.",1.0
4833,"desktop metal, inc.","desktop metal, inc.",1.0
1795,flushing financial corporation,flushing financial corporation,1.0
4958,casper sleep inc.,casper sleep inc.,1.0
4791,"pediatrix medical group, inc.","pediatrix medical group, inc.",1.0
4949,integrated wellness acquisition corp,integrated wellness acquisition corp,1.0
279,tailwind international acquisition corp.,tailwind international acquisition corp.,1.0
13030,first national bank alaska,first national bank alaska,1.0
4775,eagle point credit company inc,eagle point credit company inc,1.0
293,weyerhaeuser company,weyerhaeuser company,1.0
13035,"1life healthcare, inc.","1life healthcare, inc.",1.0
4944,tpco holding corp.,tpco holding corp.,1.0
1988,swk holdings corporation,swk holdings corporation,1.0
4959,"major league football, inc.","major league football, inc.",1.0
4955,westinghouse air brake technologies corp,westinghouse air brake technologies corp,1.0
12976,nuveen s&p 500 dynamic overwrite fund,nuveen s&p 500 dynamic overwrite fund,1.0
4789,"caribou biosciences, inc.","caribou biosciences, inc.",1.0
4790,dmk pharmaceuticals corporation,dmk pharmaceuticals corporation,1.0
5087,veralto corporation,veralto corporation,1.0
4956,prime number acquisition i corp.,prime number acquisition i corp.,1.0
5037,pebblebrook hotel trust,pebblebrook hotel trust,1.0
1937,hills bancorporation,hills bancorporation,1.0
5032,"barings bdc, inc.","barings bdc, inc.",1.0
274,petro-victory energy corp.,petro-victory energy corp.,1.0
4832,starbucks corporation,starbucks corporation,1.0
13055,john hancock preferred income fund,john hancock preferred income fund,1.0
5026,dodge & cox stock fund,dodge & cox stock fund,1.0
4830,capital southwest corporation,capital southwest corporation,1.0
12998,clough global opportunities fund,clough global opportunities fund,1.0
5021,putnam master intermediate income trust,putnam master intermediate income trust,1.0
4873,corner growth acquisition corp. 2,corner growth acquisition corp. 2,1.0
4820,"viridian therapeutics, inc.","viridian therapeutics, inc.",1.0
4892,"plus therapeutics, inc.","plus therapeutics, inc.",1.0
273,"orchestra biomed holdings, inc.","orchestra biomed holdings, inc.",1.0
5046,leddartech holdings inc.,leddartech holdings inc.,1.0
12996,barings corporate investors,barings corporate investors,1.0
4889,blue star foods corp.,blue star foods corp.,1.0
4891,transdigm group incorporated,transdigm group incorporated,1.0
5049,"biocardia, inc.","biocardia, inc.",1.0
5052,sunpower corporation,sunpower corporation,1.0
4996,"fluence energy, inc.","fluence energy, inc.",1.0
4997,comerica incorporated,comerica incorporated,1.0
5001,"kish bancorp, inc.","kish bancorp, inc.",1.0
5692,"gyrodyne, llc","gyrodyne, llc",1.0
1791,quantumscape corporation,quantumscape corporation,1.0
5650,"pyxus international, inc.","pyxus international, inc.",1.0
5651,"the aaron's company, inc.","the aaron's company, inc.",1.0
5661,kilroy realty corporation,kilroy realty corporation,1.0
5664,eplus inc.,eplus inc.,1.0
5666,"artelo biosciences, inc.","artelo biosciences, inc.",1.0
1788,"civitas resources, inc.","civitas resources, inc.",1.0
1785,progress software corporation,progress software corporation,1.0
12741,realpha tech corp.,realpha tech corp.,1.0
1784,bristol-myers squibb company,bristol-myers squibb company,1.0
5681,independence holding company,independence holding company,1.0
329,"igm biosciences, inc.","igm biosciences, inc.",1.0
5687,bok financial corporation,bok financial corporation,1.0
5691,"cano health, inc.","cano health, inc.",1.0
1769,abcellera biologics inc.,abcellera biologics inc.,1.0
5757,"match group, inc.","match group, inc.",1.0
328,general motors company,general motors company,1.0
5705,"txnm energy, inc.","txnm energy, inc.",1.0
4903,"expensify, inc.","expensify, inc.",1.0
334,zomedica corp.,zomedica corp.,1.0
12673,"royal financial, inc.","royal financial, inc.",1.0
5708,roth ch acquisition v co.,roth ch acquisition v co.,1.0
12737,lftd partners inc.,lftd partners inc.,1.0
333,"carter bankshares, inc.","carter bankshares, inc.",1.0
1775,"duolingo, inc.","duolingo, inc.",1.0
5715,"allogene therapeutics, inc.","allogene therapeutics, inc.",1.0
5717,payoneer global inc.,payoneer global inc.,1.0
5719,federal screw works,federal screw works,1.0
5707,ready capital corporation,ready capital corporation,1.0
5726,tmt acquisition corp.,tmt acquisition corp.,1.0
5729,big 5 sporting goods corporation,big 5 sporting goods corporation,1.0
340,"ocugen, inc.","ocugen, inc.",1.0
5743,kohl's corporation,kohl's corporation,1.0
5744,"select water solutions, inc.","select water solutions, inc.",1.0
5750,tompkins financial corporation,tompkins financial corporation,1.0
345,comtech telecommunications corp.,comtech telecommunications corp.,1.0
5763,"hibbett, inc.","hibbett, inc.",1.0
12685,"prime medicine, inc.","prime medicine, inc.",1.0
1758,portman ridge finance corporation,portman ridge finance corporation,1.0
354,genie energy ltd.,genie energy ltd.,1.0
348,biofrontera inc.,biofrontera inc.,1.0
5778,"arcutis biotherapeutics, inc.","arcutis biotherapeutics, inc.",1.0
5782,"vivani medical, inc.","vivani medical, inc.",1.0
353,moody's corporation,moody's corporation,1.0
5794,nbt bancorp inc.,nbt bancorp inc.,1.0
5783,u.s. energy corp.,u.s. energy corp.,1.0
1763,infinity bancorp,infinity bancorp,1.0
5786,"bbx capital, inc.","bbx capital, inc.",1.0
1755,"lightning emotors, inc.","lightning emotors, inc.",1.0
355,national storage affiliates trust,national storage affiliates trust,1.0
5793,ovintiv inc.,ovintiv inc.,1.0
5099,rpm international inc.,rpm international inc.,1.0
10504,"calcimedica, inc.","calcimedica, inc.",1.0
5091,proassurance corporation,proassurance corporation,1.0
5066,myr group inc.,myr group inc.,1.0
5014,xerox holdings corporation,xerox holdings corporation,1.0
5773,ampco-pittsburgh corporation,ampco-pittsburgh corporation,1.0
1764,hilton worldwide holdings inc.,hilton worldwide holdings inc.,1.0
5771,natural health trends corp.,natural health trends corp.,1.0
352,american battery technology company,american battery technology company,1.0
12691,cedar realty trust inc.,cedar realty trust inc.,1.0
12689,atmus filtration technologies inc.,atmus filtration technologies inc.,1.0
5817,"smart sand, inc.","smart sand, inc.",1.0
1749,neuroone medical technologies corp,neuroone medical technologies corp,1.0
5828,lattice semiconductor corporation,lattice semiconductor corporation,1.0
357,moringa acquisition corp,moringa acquisition corp,1.0
5833,lewis & clark bancorp,lewis & clark bancorp,1.0
5841,marathon petroleum corporation,marathon petroleum corporation,1.0
5842,"lgi homes, inc.","lgi homes, inc.",1.0
5846,amdocs limited,amdocs limited,1.0
5847,tredegar corporation,tredegar corporation,1.0
5850,hilltop holdings inc.,hilltop holdings inc.,1.0
1759,haemonetics corporation,haemonetics corporation,1.0
12696,ssga funds,ssga funds,1.0
1767,foxwayne enterprises acquisition corp.,foxwayne enterprises acquisition corp.,1.0
1825,4front ventures corp.,4front ventures corp.,1.0
5522,archer aviation inc.,archer aviation inc.,1.0
2618,blacksky technology inc.,blacksky technology inc.,1.0
3431,trimas corporation,trimas corporation,1.0
3505,"evolv technologies holdings, inc.","evolv technologies holdings, inc.",1.0
3511,la-z-boy incorporated,la-z-boy incorporated,1.0
3513,otc markets group inc,otc markets group inc,1.0
3521,monument circle acquisition corp.,monument circle acquisition corp.,1.0
3461,colgate-palmolive company,colgate-palmolive company,1.0
13649,"gores holdings ix, inc.","gores holdings ix, inc.",1.0
13800,z-work acquisition corp.,z-work acquisition corp.,1.0
2292,c&f financial corporation,c&f financial corporation,1.0
3500,koppers holdings inc.,koppers holdings inc.,1.0
3410,equifax inc.,equifax inc.,1.0
3414,the intergroup corporation,the intergroup corporation,1.0
2289,"twin disc, incorporated","twin disc, incorporated",1.0
3427,"abacus life, inc.","abacus life, inc.",1.0
3429,stryker corporation,stryker corporation,1.0
13665,elmira savings bank,elmira savings bank,1.0
3430,murphy usa inc.,murphy usa inc.,1.0
3503,mettler-toledo international inc.,mettler-toledo international inc.,1.0
2271,crown castle inc.,crown castle inc.,1.0
3458,"brighthouse financial, inc.","brighthouse financial, inc.",1.0
3469,"ringcentral, inc.","ringcentral, inc.",1.0
2771,ladrx corporation,ladrx corporation,1.0
2773,"sun country airlines holdings, inc.","sun country airlines holdings, inc.",1.0
3149,realty income corporation,realty income corporation,1.0
2362,beam therapeutics inc.,beam therapeutics inc.,1.0
13568,valuence merger corp. i,valuence merger corp. i,1.0
2276,bluegreen vacations holding corporation,bluegreen vacations holding corporation,1.0
122,"salesforce, inc.","salesforce, inc.",1.0
124,graham corporation,graham corporation,1.0
13634,itiquira acquisition corp.,itiquira acquisition corp.,1.0
125,valley national bancorp,valley national bancorp,1.0
3470,m&t bank corporation,m&t bank corporation,1.0
3477,sotera health company,sotera health company,1.0
2277,"avidity biosciences, inc.","avidity biosciences, inc.",1.0
3481,peoples financial services corp.,peoples financial services corp.,1.0
3487,kimco realty corporation,kimco realty corporation,1.0
3459,enovix corporation,enovix corporation,1.0
3433,"coursera, inc.","coursera, inc.",1.0
3436,splunk inc.,splunk inc.,1.0
3538,chevron corporation,chevron corporation,1.0
3629,mullen automotive inc.,mullen automotive inc.,1.0
2240,"qxo, inc.","qxo, inc.",1.0
3612,applied digital corporation,applied digital corporation,1.0
3615,powerup acquisition corp.,powerup acquisition corp.,1.0
2237,"axonics, inc.","axonics, inc.",1.0
2236,"installed building products, inc.","installed building products, inc.",1.0
3621,apyx medical corporation,apyx medical corporation,1.0
3625,plexus corp.,plexus corp.,1.0
3577,moelis & company,moelis & company,1.0
3600,"rexford industrial realty, inc.","rexford industrial realty, inc.",1.0
3568,"vacasa, inc.","vacasa, inc.",1.0
3563,scvx corp.,scvx corp.,1.0
3561,heritage financial corporation,heritage financial corporation,1.0
3529,staar surgical company,staar surgical company,1.0
3534,duke realty corporation,duke realty corporation,1.0
132,cumberland pharmaceuticals inc.,cumberland pharmaceuticals inc.,1.0
3537,cloud dx inc.,cloud dx inc.,1.0
13618,kansas city southern,kansas city southern,1.0
13580,alpine banks of colorado,alpine banks of colorado,1.0
3438,geron corporation,geron corporation,1.0
3524,kopin corporation,kopin corporation,1.0
3440,irobot corporation,irobot corporation,1.0
121,newmont corporation,newmont corporation,1.0
3444,"rf industries, ltd.","rf industries, ltd.",1.0
2285,"axos financial, inc.","axos financial, inc.",1.0
3450,lowell farms inc.,lowell farms inc.,1.0
3454,"porch group, inc.","porch group, inc.",1.0
3522,achari ventures holdings corp. i,achari ventures holdings corp. i,1.0
3525,bristow group inc.,bristow group inc.,1.0
3595,coterra energy inc.,coterra energy inc.,1.0
3598,finwise bancorp,finwise bancorp,1.0
3582,kenvue inc.,kenvue inc.,1.0
2249,1st constitution bancorp,1st constitution bancorp,1.0
141,"pulmatrix, inc.","pulmatrix, inc.",1.0
3594,"via renewables, inc.","via renewables, inc.",1.0
13583,hugoton royalty trust,hugoton royalty trust,1.0
142,"caesars entertainment, inc.","caesars entertainment, inc.",1.0
2479,"essential utilities, inc.","essential utilities, inc.",1.0
2480,"vinco ventures, inc.","vinco ventures, inc.",1.0
2763,griid infrastructure inc.,griid infrastructure inc.,1.0
2576,chino commercial bancorp,chino commercial bancorp,1.0
2514,"escalade, incorporated","escalade, incorporated",1.0
1,"global indemnity group, llc","global indemnity group, llc",1.0
2556,corner growth acquisition corp.,corner growth acquisition corp.,1.0
2557,palmer square capital bdc inc.,palmer square capital bdc inc.,1.0
2559,"bluejay diagnostics, inc.","bluejay diagnostics, inc.",1.0
2560,texas pacific land corporation,texas pacific land corporation,1.0
2574,postal realty trust inc,postal realty trust inc,1.0
2580,carlisle companies incorporated,carlisle companies incorporated,1.0
2615,tg venture acquisition corp.,tg venture acquisition corp.,1.0
2585,"alpha pro tech, ltd.","alpha pro tech, ltd.",1.0
2586,"aadi bioscience, inc.","aadi bioscience, inc.",1.0
2533,unitedhealth group incorporated,unitedhealth group incorporated,1.0
2532,"alzamend neuro, inc.","alzamend neuro, inc.",1.0
2591,heska corporation,heska corporation,1.0
2530,monroe capital corporation,monroe capital corporation,1.0
2603,"fortune brands innovations, inc.","fortune brands innovations, inc.",1.0
17,"janus international group, inc.","janus international group, inc.",1.0
2617,"datatrak international, inc.","datatrak international, inc.",1.0
2760,ftai aviation ltd.,ftai aviation ltd.,1.0
2657,rayonier advanced materials inc,rayonier advanced materials inc,1.0
2621,apptech payments corp.,apptech payments corp.,1.0
2622,darling ingredients inc.,darling ingredients inc.,1.0
2627,"sera prognostics, inc.","sera prognostics, inc.",1.0
2630,adobe inc.,adobe inc.,1.0
2639,"benson hill, inc.","benson hill, inc.",1.0
2509,local bounti corporation,local bounti corporation,1.0
2651,ortho clinical diagnostics holdings plc,ortho clinical diagnostics holdings plc,1.0
2708,snap one holdings corp.,snap one holdings corp.,1.0
2498,"igc pharma, inc.","igc pharma, inc.",1.0
2658,"lumen technologies, inc.","lumen technologies, inc.",1.0
2501,"tango therapeutics, inc.","tango therapeutics, inc.",1.0
2666,curo group holdings corp,curo group holdings corp,1.0
2673,aimfinity investment corp. i,aimfinity investment corp. i,1.0
2680,"surrozen, inc.","surrozen, inc.",1.0
23,"sixth street specialty lending, inc.","sixth street specialty lending, inc.",1.0
2682,bank of san francisco,bank of san francisco,1.0
2611,"soluna holdings, inc.","soluna holdings, inc.",1.0
16,"worthington enterprises, inc.","worthington enterprises, inc.",1.0
2698,air lease corporation,air lease corporation,1.0
2733,"couchbase, inc.","couchbase, inc.",1.0
2838,kb home,kb home,1.0
2476,cvd equipment corporation,cvd equipment corporation,1.0
2777,franklin bsp capital corporation,franklin bsp capital corporation,1.0
13948,"independence contract drilling, inc.","independence contract drilling, inc.",1.0
2775,alpha partners technology merger corp.,alpha partners technology merger corp.,1.0
2493,seven hills realty trust,seven hills realty trust,1.0
2730,blackrock tcp capital corp.,blackrock tcp capital corp.,1.0
2734,"roku, inc.","roku, inc.",1.0
30,"velocity financial, inc.","velocity financial, inc.",1.0
36,"nextera energy, inc.","nextera energy, inc.",1.0
37,"the honest company, inc.","the honest company, inc.",1.0
2737,"pathward financial, inc.","pathward financial, inc.",1.0
39,"certara, inc.","certara, inc.",1.0
2751,"revolution medicines, inc.","revolution medicines, inc.",1.0
2752,"senestech, inc.","senestech, inc.",1.0
2755,"flux power holdings, inc.","flux power holdings, inc.",1.0
2832,generac holdings inc.,generac holdings inc.,1.0
51,brookfield renewable corporation,brookfield renewable corporation,1.0
2442,phillips 66,phillips 66,1.0
13926,strongbridge biopharma plc,strongbridge biopharma plc,1.0
13919,bank of commerce holdings,bank of commerce holdings,1.0
2804,xylem inc.,xylem inc.,1.0
2781,"amylyx pharmaceuticals, inc.","amylyx pharmaceuticals, inc.",1.0
2783,"quince therapeutics, inc.","quince therapeutics, inc.",1.0
2784,"hashicorp, inc.","hashicorp, inc.",1.0
2448,security national financial corporation,security national financial corporation,1.0
2790,central pacific financial corp.,central pacific financial corp.,1.0
2797,kingswood acquisition corp.,kingswood acquisition corp.,1.0
2447,discover financial services,discover financial services,1.0
2803,datto holding corp.,datto holding corp.,1.0
2810,"spok holdings, inc.","spok holdings, inc.",1.0
2714,b. riley principal 250 merger corp.,b. riley principal 250 merger corp.,1.0
2813,"mfa financial, inc.","mfa financial, inc.",1.0
2814,"clover health investments, corp.","clover health investments, corp.",1.0
2816,qualtrics international inc.,qualtrics international inc.,1.0
133,knowles corporation,knowles corporation,1.0
13609,spartan acquisition corp. iii,spartan acquisition corp. iii,1.0
5511,lightwave logic inc,lightwave logic inc,1.0
5490,johnson outdoors inc.,johnson outdoors inc.,1.0
5452,vanda pharmaceuticals inc.,vanda pharmaceuticals inc.,1.0
5457,vistra corp.,vistra corp.,1.0
1836,"alpha teknova, inc.","alpha teknova, inc.",1.0
1835,hf sinclair corporation,hf sinclair corporation,1.0
1834,whirlpool corporation,whirlpool corporation,1.0
5485,bunge global sa,bunge global sa,1.0
5486,premier american uranium inc.,premier american uranium inc.,1.0
12836,blackrock credit allocation income trust,blackrock credit allocation income trust,1.0
5510,broadstone net lease inc,broadstone net lease inc,1.0
5494,first financial bancorp.,first financial bancorp.,1.0
12834,"lightstone value plus reit v, inc.","lightstone value plus reit v, inc.",1.0
5497,reaves utility income fund,reaves utility income fund,1.0
5500,telesis bio inc.,telesis bio inc.,1.0
5501,f45 training holdings inc.,f45 training holdings inc.,1.0
5502,veradigm inc.,veradigm inc.,1.0
5447,"velo3d, inc.","velo3d, inc.",1.0
12827,nuveen global high income fund,nuveen global high income fund,1.0
13313,"limestone bancorp, inc.","limestone bancorp, inc.",1.0
5437,invesco senior income trust,invesco senior income trust,1.0
3295,kentucky first federal bancorp,kentucky first federal bancorp,1.0
13735,nuveen california municipal value fund 2,nuveen california municipal value fund 2,1.0
3281,sei investments company,sei investments company,1.0
13733,"cai international, inc.","cai international, inc.",1.0
3282,bank of botetourt,bank of botetourt,1.0
3285,heartland banccorp,heartland banccorp,1.0
3290,world kinect corporation,world kinect corporation,1.0
3294,the york water company,the york water company,1.0
13723,aerwins technologies inc.,aerwins technologies inc.,1.0
1992,multiplan corporation,multiplan corporation,1.0
3300,"cartesian therapeutics, inc.","cartesian therapeutics, inc.",1.0
106,"shuttle pharmaceuticals holdings, inc.","shuttle pharmaceuticals holdings, inc.",1.0
3310,mercury general corporation,mercury general corporation,1.0
3314,snap-on incorporated,snap-on incorporated,1.0
107,financial strategies acquisition corp.,financial strategies acquisition corp.,1.0
3315,"precigen, inc.","precigen, inc.",1.0
3323,"upbound group, inc.","upbound group, inc.",1.0
5446,"endeavor group holdings, inc.","endeavor group holdings, inc.",1.0
5411,"covenant logistics group, inc.","covenant logistics group, inc.",1.0
3541,"solo brands, inc.","solo brands, inc.",1.0
12783,mdh acquisition corp.,mdh acquisition corp.,1.0
5592,radian group inc.,radian group inc.,1.0
5598,"arch resources, inc.","arch resources, inc.",1.0
12789,mana capital acquisition corp.,mana capital acquisition corp.,1.0
12788,main street financial services corp,main street financial services corp,1.0
5601,alx oncology holdings inc,alx oncology holdings inc,1.0
5602,aersale corporation,aersale corporation,1.0
5603,arthur j. gallagher & co.,arthur j. gallagher & co.,1.0
5613,"black diamond therapeutics, inc.","black diamond therapeutics, inc.",1.0
5579,"aquestive therapeutics, inc.","aquestive therapeutics, inc.",1.0
5618,cognex corporation,cognex corporation,1.0
5632,abrdn national municipal income fund,abrdn national municipal income fund,1.0
5634,sow good inc.,sow good inc.,1.0
5574,oppenheimer holdings inc.,oppenheimer holdings inc.,1.0
5572,"northwestern energy group, inc.","northwestern energy group, inc.",1.0
12802,vectoiq acquisition corp. ii,vectoiq acquisition corp. ii,1.0
5545,barnes group inc.,barnes group inc.,1.0
1806,tel-instrument electronics corp.,tel-instrument electronics corp.,1.0
12798,senior connect acquisition corp. i,senior connect acquisition corp. i,1.0
5399,"catchmark timber trust, inc.","catchmark timber trust, inc.",1.0
5420,yunhong green cti ltd.,yunhong green cti ltd.,1.0
5401,peakstone realty trust,peakstone realty trust,1.0
5405,airspan networks holdings inc.,airspan networks holdings inc.,1.0
5406,the community financial corporation,the community financial corporation,1.0
12866,blackrock enhanced equity dividend trust,blackrock enhanced equity dividend trust,1.0
5409,corning incorporated,corning incorporated,1.0
5413,camden national corporation,camden national corporation,1.0
1839,"rent the runway, inc.","rent the runway, inc.",1.0
12860,blackrock health sciences trust,blackrock health sciences trust,1.0
319,sjw group,sjw group,1.0
5423,infinera corporation,infinera corporation,1.0
5425,eucrates biomedical acquisition corp.,eucrates biomedical acquisition corp.,1.0
5428,"allarity therapeutics, inc.","allarity therapeutics, inc.",1.0
5433,canterbury park holding corporation,canterbury park holding corporation,1.0
5505,broadway financial corporation,broadway financial corporation,1.0
318,ceco environmental corp.,ceco environmental corp.,1.0
5094,td synnex corporation,td synnex corporation,1.0
2313,"lanzatech global, inc.","lanzatech global, inc.",1.0
13713,"connectm technology solutions, inc.","connectm technology solutions, inc.",1.0
13710,dhb capital corp.,dhb capital corp.,1.0
96,"shift4 payments, inc.","shift4 payments, inc.",1.0
3248,repligen corporation,repligen corporation,1.0
3255,live oak mobility acquisition corp.,live oak mobility acquisition corp.,1.0
98,"inrad optics, inc.","inrad optics, inc.",1.0
3256,ducommun incorporated,ducommun incorporated,1.0
3258,"esperion therapeutics, inc.","esperion therapeutics, inc.",1.0
3260,midwest holding inc.,midwest holding inc.,1.0
95,american airlines group inc.,american airlines group inc.,1.0
3264,western digital corporation,western digital corporation,1.0
92,"wolfspeed, inc.","wolfspeed, inc.",1.0
3265,federal signal corporation,federal signal corporation,1.0
3268,"qualigen therapeutics, inc.","qualigen therapeutics, inc.",1.0
3232,"paratek pharmaceuticals, inc.","paratek pharmaceuticals, inc.",1.0
13770,revolution healthcare acquisition corp.,revolution healthcare acquisition corp.,1.0
3224,5e advanced materials inc.,5e advanced materials inc.,1.0
3220,"molecular templates, inc.","molecular templates, inc.",1.0
2359,breeze holdings acquisition corp.,breeze holdings acquisition corp.,1.0
3247,"emerald holding, inc.","emerald holding, inc.",1.0
2317,"larimar therapeutics, inc.","larimar therapeutics, inc.",1.0
3327,durect corporation,durect corporation,1.0
3559,vulcan materials company,vulcan materials company,1.0
135,mcdonald's corporation,mcdonald's corporation,1.0
3542,"amprius technologies, inc.","amprius technologies, inc.",1.0
3548,"braze, inc.","braze, inc.",1.0
3549,nuvation bio inc.,nuvation bio inc.,1.0
3554,trump media & technology group corp.,trump media & technology group corp.,1.0
13601,accelerate acquisition corp.,accelerate acquisition corp.,1.0
3555,putnam municipal opportunities trust,putnam municipal opportunities trust,1.0
3560,"stabilis solutions, inc.","stabilis solutions, inc.",1.0
91,wells fargo & company,wells fargo & company,1.0
3395,"angel oak mortgage reit, inc.","angel oak mortgage reit, inc.",1.0
3391,nextier oilfield solutions inc,nextier oilfield solutions inc,1.0
3387,sp plus corporation,sp plus corporation,1.0
3253,calamp corp.,calamp corp.,1.0
3233,absci corporation,absci corporation,1.0
3234,keurig dr pepper inc.,keurig dr pepper inc.,1.0
3238,"v2x, inc.","v2x, inc.",1.0
2356,offerpad solutions inc.,offerpad solutions inc.,1.0
81,territorial bancorp inc.,territorial bancorp inc.,1.0
13794,vmg consumer acquisition corp.,vmg consumer acquisition corp.,1.0
3352,"neximmune, inc.","neximmune, inc.",1.0
111,"warner bros. discovery, inc.","warner bros. discovery, inc.",1.0
3342,"nextgen healthcare, inc.","nextgen healthcare, inc.",1.0
2301,"meta platforms, inc.","meta platforms, inc.",1.0
3347,"squarespace, inc.","squarespace, inc.",1.0
3350,northeast bank,northeast bank,1.0
13695,cxapp inc.,cxapp inc.,1.0
101,cadence bank,cadence bank,1.0
13693,interprivate iv infratech partners inc.,interprivate iv infratech partners inc.,1.0
2347,spirit of texas bancshares inc,spirit of texas bancshares inc,1.0
13692,group nine acquisition corp.,group nine acquisition corp.,1.0
3356,select medical holdings corporation,select medical holdings corporation,1.0
3358,"coeptis therapeutics holdings, inc.","coeptis therapeutics holdings, inc.",1.0
3361,american coastal insurance corporation,american coastal insurance corporation,1.0
3364,agrify corporation,agrify corporation,1.0
3375,"intuitive machines, inc.","intuitive machines, inc.",1.0
3331,exact sciences corporation,exact sciences corporation,1.0
3340,"wireless telecom group, inc.","wireless telecom group, inc.",1.0
2302,fulcrum therapeutics inc,fulcrum therapeutics inc,1.0
2303,"an2 therapeutics, inc.","an2 therapeutics, inc.",1.0
2299,"gxo logistics, inc.","gxo logistics, inc.",1.0
2345,"green brick partners, inc.","green brick partners, inc.",1.0
2338,monster beverage corporation,monster beverage corporation,1.0
84,ranger oil corporation,ranger oil corporation,1.0
2334,"vivakor, inc.","vivakor, inc.",1.0
85,ford motor company,ford motor company,1.0
3202,"vislink technologies, inc.","vislink technologies, inc.",1.0
3207,"reviva pharmaceuticals holdings, inc.","reviva pharmaceuticals holdings, inc.",1.0
3208,hormel foods corporation,hormel foods corporation,1.0
3209,nextracker inc.,nextracker inc.,1.0
3213,"empire state realty trust, inc.","empire state realty trust, inc.",1.0
3214,ligand pharmaceuticals incorporated,ligand pharmaceuticals incorporated,1.0
2322,agenus inc.,agenus inc.,1.0
97,"coupang, inc.","coupang, inc.",1.0
100,cineverse corp.,cineverse corp.,1.0
3379,"sykes enterprises, incorporated","sykes enterprises, incorporated",1.0
8528,netstreit corp.,netstreit corp.,1.0
4684,"cbre group, inc.","cbre group, inc.",1.0
1199,biglari holdings inc.,biglari holdings inc.,1.0
403,"getaround, inc.","getaround, inc.",1.0
6545,permian resources corporation,permian resources corporation,1.0
1582,camden property trust,camden property trust,1.0
6555,pepgen inc.,pepgen inc.,1.0
1581,faraday future intelligent electric inc.,faraday future intelligent electric inc.,1.0
